customer_id,loan_number,application_date,loan_purpose,loan_property_address,property_city,property_state,property_zip,property_county_fips,property_type,occupancy_type,annual_income,credit_score,requested_loan_amount,property_value,ltv_ratio,dti_ratio,interest_rate,loan_term_months,decision,decision_date,approved_loan_amount,approval_amount_change_reason,adverse_action_reason,origination_date,outcome_horizon_days,maturation_date,loan_status,forbearance_active,resolution_date,resolution_type,involuntary_closure_mechanism,outstanding_balance_at_resolution,recovery_amount,new_loan_number,abandonment_reason
CUST-002968,MTG-2021-002968,2021-03-26,refinance,"346 Church Rd, Houston, TX 77002",Houston,TX,77002,48201,single_family,primary_residence,89400,717,246500,296000,0.833,0.475,7.456,180,approved,2021-04-03,246500.0,,,2021-05-18,1095.0,2024-05-17,involuntary_closure,False,2024-11-17,involuntary_closure,foreclosure,197400.0,153200.0,,
CUST-002969,MTG-2025-002969,2025-01-26,purchase,"824 Birch Blvd, Memphis, TN 38103",Memphis,TN,38103,47157,single_family,primary_residence,38000,637,184200,225000,0.819,0.53,7.356,360,denied,2025-03-12,,,loan-to-value ratio exceeds maximum allowed for this program,,,,,,,,,,,,
CUST-002970,MTG-2024-002970,2024-11-04,purchase,"6988 Pine Ln, Tulsa, OK 74103",Tulsa,OK,74103,40143,townhouse,primary_residence,47100,606,367600,396000,0.928,0.518,7.542,360,denied,2024-11-15,,,excessive existing debt obligations relative to income,,,,,,,,,,,,
CUST-002971,MTG-2023-002971,2023-05-19,refinance,"5670 Elm Ln, Detroit, MI 48226",Detroit,MI,48226,26163,single_family,primary_residence,42700,712,371700,447000,0.832,0.333,7.606,360,approved,2023-06-05,371700.0,,,2023-06-26,1095.0,2026-06-25,open,False,,,,,,,
CUST-002972,MTG-2023-002972,2023-06-30,purchase,"1724 Willow Way, Raleigh, NC 27601",Raleigh,NC,27601,37183,condo,second_home,99300,802,223200,334000,0.668,0.241,7.393,360,approved,2023-07-27,223200.0,,,2023-09-03,1095.0,2026-09-02,open,False,,,,,,,
CUST-002973,MTG-2025-002973,2025-10-09,purchase,"3467 Maple Way, Detroit, MI 48226",Detroit,MI,48226,26163,single_family,primary_residence,63000,641,284000,316000,0.899,0.591,7.704,360,denied,2025-11-19,,,unable to verify stated income with submitted documentation,,,,,,,,,,,,
CUST-002974,MTG-2024-002974,2024-09-17,purchase,"8813 Hickory Ln, Mesa, AZ 85201",Mesa,AZ,85201,04013,single_family,primary_residence,78600,687,303900,344000,0.883,0.398,7.172,360,approved,2024-09-23,303900.0,,,2024-10-22,1095.0,2027-10-22,modified,False,,,,,,MTG-2026-M002974,loan_modified_new_loan_number_issued
CUST-002975,MTG-2024-002975,2024-09-09,refinance,"734 Church Blvd, Philadelphia, PA 19102",Philadelphia,PA,19102,42101,single_family,primary_residence,152500,779,450800,534000,0.844,0.358,7.155,360,approved,2024-10-18,450800.0,,,2024-11-14,1095.0,2027-11-14,open,False,,,,,,,
CUST-002976,MTG-2021-002976,2021-01-06,purchase,"7858 Washington Rd, San Antonio, TX 78201",San Antonio,TX,78201,48029,single_family,investment_property,51500,579,322300,345000,0.934,0.637,8.115,360,denied,2021-02-18,,,high DTI,,,,,,,,,,,,
CUST-002977,MTG-2023-002977,2023-02-22,purchase,"6980 Park Rd, Detroit, MI 48226",Detroit,MI,48226,26163,condo,primary_residence,72400,675,400300,483000,0.829,0.342,7.388,360,approved,2023-03-13,400300.0,,,2023-03-23,1095.0,2026-03-22,open,False,,,,,,,
CUST-002978,MTG-2022-002978,2022-10-30,refinance,"828 Highland Ln, Columbus, OH 43215",Columbus,OH,43215,39049,multi_family,primary_residence,119200,762,133400,206000,0.648,0.125,7.242,360,approved,2022-11-13,133400.0,,,2022-12-20,1095.0,2025-12-19,open,False,,,,,,,
CUST-002979,MTG-2023-002979,2023-11-27,purchase,"5262 Franklin Ct, San Antonio, TX 78201",San Antonio,TX,78201,48029,single_family,second_home,73600,692,335400,429000,0.782,0.24,7.493,360,approved,2024-01-10,335400.0,,,2024-02-03,1095.0,2027-02-02,open,False,,,,,,,
CUST-002980,MTG-2023-002980,2023-10-29,purchase,"2998 Washington St, Bakersfield, CA 93301",Bakersfield,CA,93301,06029,single_family,primary_residence,22800,558,334500,361000,0.927,0.475,7.718,360,denied,2023-11-18,,,insufficient funds verified for required down payment and reserves,,,,,,,,,,,,
CUST-002981,MTG-2022-002981,2022-03-15,refinance,"6509 Willow Ave, Austin, TX 78701",Austin,TX,78701,48453,condo,primary_residence,58500,702,196300,253000,0.776,0.369,7.198,360,approved,2022-03-23,196300.0,,,2022-05-06,1095.0,2025-05-05,paid_in_full,False,2024-07-16,paid_in_full,,157200.0,,,
CUST-002982,MTG-2026-002982,2026-02-24,purchase,"5291 Franklin Way, Columbus, OH 43215",Columbus,OH,43215,39049,single_family,primary_residence,79700,637,496800,602000,0.825,0.542,6.922,180,approved,2026-04-01,496800.0,,,2026-04-14,1095.0,2029-04-13,open,False,,,,,,,
CUST-002983,MTG-2020-002983,2020-10-16,refinance,"2212 Magnolia St, Jacksonville, FL 32202",Jacksonville,FL,32202,12031,single_family,second_home,158200,770,345700,466000,0.742,0.418,7.265,360,approved,2020-10-29,345700.0,,,2020-12-08,1095.0,2023-12-08,paid_in_full,False,2022-10-16,paid_in_full,,274800.0,,,
CUST-002984,MTG-2020-002984,2020-06-08,purchase,"3675 River Ln, Tucson, AZ 85701",Tucson,AZ,85701,04019,single_family,investment_property,39300,634,352900,384000,0.919,0.262,7.544,360,denied,2020-06-28,,,debt-to-income ratio exceeds program guidelines,,,,,,,,,,,,
CUST-002985,MTG-2024-002985,2024-07-02,purchase,"4163 Park Ln, Milwaukee, WI 53202",Milwaukee,WI,53202,55079,townhouse,primary_residence,73500,699,391000,450000,0.869,0.599,7.009,360,denied,2024-07-30,,,recent delinquency reported on existing credit accounts,,,,,,,,,,,,
CUST-002986,MTG-2025-002986,2025-05-23,purchase,"6279 Church Ave, Columbus, OH 43215",Columbus,OH,43215,39049,single_family,investment_property,34900,630,122400,142000,0.862,0.404,7.622,360,denied,2025-06-10,,,debt-to-income ratio exceeds program guidelines,,,,,,,,,,,,
CUST-002987,MTG-2022-002987,2022-01-31,purchase,"7069 Hickory Ln, Atlanta, GA 30301",Atlanta,GA,30301,13121,single_family,investment_property,52000,709,391000,465000,0.841,0.486,7.52,360,approved,2022-02-16,391000.0,,,2022-03-12,1095.0,2025-03-11,open,False,,,,,,,
CUST-002988,MTG-2024-002988,2024-01-06,purchase,"9241 Franklin Ave, Wichita, KS 67202",Wichita,KS,67202,20173,single_family,primary_residence,65700,676,251800,321000,0.784,0.472,7.729,360,denied,2024-01-11,,,credit score below the minimum required for this program,,,,,,,,,,,,
CUST-002989,MTG-2020-002989,2020-12-09,refinance,"3754 Birch Way, Kansas City, MO 64105",Kansas City,MO,64105,29095,single_family,primary_residence,56400,642,194400,229000,0.849,0.414,7.263,360,approved,2020-12-24,194400.0,,,2021-01-11,1095.0,2024-01-11,paid_in_full,False,2022-11-18,paid_in_full,,151500.0,,,
CUST-002990,MTG-2022-002990,2022-02-10,refinance,"4192 Main St, Milwaukee, WI 53202",Milwaukee,WI,53202,55079,single_family,primary_residence,24800,595,445200,459000,0.97,0.454,7.699,360,denied,2022-02-16,,,unable to verify stated income with submitted documentation,,,,,,,,,,,,
CUST-002991,MTG-2025-002991,2025-12-09,purchase,"7588 Main Dr, Sacramento, CA 95814",Sacramento,CA,95814,06067,single_family,primary_residence,158500,696,130200,143000,0.91,0.293,7.594,360,approved,2025-12-30,130200.0,,,2026-02-04,1095.0,2029-02-03,open,False,,,,,,,
CUST-002992,MTG-2026-002992,2026-02-27,purchase,"4907 Church Ln, Omaha, NE 68102",Omaha,NE,68102,31055,townhouse,primary_residence,76400,728,201400,235000,0.857,0.299,7.777,360,approved,2026-03-10,201400.0,,,2026-04-07,1095.0,2029-04-06,open,False,,,,,,,
CUST-002993,MTG-2024-002993,2024-10-30,purchase,"6297 Birch Way, Dallas, TX 75201",Dallas,TX,75201,48113,single_family,primary_residence,28200,592,345000,381000,0.906,0.485,7.825,360,denied,2024-11-22,,,recent delinquency reported on existing credit accounts,,,,,,,,,,,,
CUST-002994,MTG-2021-002994,2021-04-19,refinance,"9023 Lincoln Ct, Detroit, MI 48226",Detroit,MI,48226,26163,single_family,primary_residence,108300,768,502300,599000,0.839,0.243,7.612,360,approved,2021-04-25,435900.0,updated debt-to-income calculation required a reduced loan amount,,2021-05-14,1095.0,2024-05-13,paid_in_full,False,2022-02-20,paid_in_full,,341100.0,,,
CUST-002995,MTG-2023-002995,2023-03-01,refinance,"7834 Meadow Ave, Detroit, MI 48226",Detroit,MI,48226,26163,condo,primary_residence,66800,684,180700,223000,0.81,0.526,7.512,240,denied,2023-03-11,,,debt-to-income ratio exceeds program guidelines,,,,,,,,,,,,
CUST-002996,MTG-2025-002996,2025-07-02,purchase,"6942 Franklin Ct, San Antonio, TX 78201",San Antonio,TX,78201,48029,condo,primary_residence,89700,721,201600,224000,0.9,0.397,7.306,180,denied,2025-08-14,,,credit score below the minimum required for this program,,,,,,,,,,,,
CUST-002997,MTG-2023-002997,2023-06-26,purchase,"8779 Highland Way, Philadelphia, PA 19102",Philadelphia,PA,19102,42101,single_family,primary_residence,84900,764,261800,334000,0.784,0.501,7.671,180,approved,2023-07-17,225500.0,appraised value came in below contract price,,2023-08-03,1095.0,2026-08-02,open,False,,,,,,,
CUST-002998,MTG-2023-002998,2023-01-17,refinance,"9916 Park Blvd, Phoenix, AZ 85001",Phoenix,AZ,85001,04013,single_family,primary_residence,91600,708,304800,384000,0.794,0.35,7.121,180,approved,2023-02-27,304800.0,,,2023-03-10,1095.0,2026-03-09,open,False,,,,,,,
CUST-002999,MTG-2021-002999,2021-03-10,purchase,"3057 Oak St, Memphis, TN 38103",Memphis,TN,38103,47157,single_family,primary_residence,153000,762,292400,340000,0.86,0.289,7.738,360,approved,2021-03-24,292400.0,,,2021-04-27,1095.0,2024-04-26,open,False,,,,,,,
CUST-003000,MTG-2023-003000,2023-03-19,purchase,"5182 Washington Dr, Tulsa, OK 74103",Tulsa,OK,74103,40143,single_family,primary_residence,41600,678,232400,277000,0.839,0.459,7.681,360,approved,2023-05-02,232400.0,,,2023-06-08,1095.0,2026-06-07,paid_in_full,False,2026-02-09,paid_in_full,,197700.0,,,
CUST-003001,MTG-2026-003001,2026-06-15,purchase,"7766 Willow Rd, Oklahoma City, OK 73102",Oklahoma City,OK,73102,40109,single_family,primary_residence,82400,767,271700,419000,0.648,0.32,7.265,360,approved,2026-07-09,271700.0,,,2026-08-13,1095.0,2029-08-12,open,False,,,,,,,
CUST-003002,MTG-2022-003002,2022-03-10,purchase,"5145 Oak Ln, Dallas, TX 75201",Dallas,TX,75201,48113,single_family,primary_residence,102400,770,237400,277000,0.857,0.461,6.948,360,denied,2022-04-21,,,loan-to-value ratio exceeds maximum allowed for this program,,,,,,,,,,,,
CUST-003003,MTG-2023-003003,2023-09-19,purchase,"1729 Magnolia Ave, Philadelphia, PA 19102",Philadelphia,PA,19102,42101,single_family,primary_residence,72000,724,235200,291000,0.808,0.47,7.396,360,approved,2023-10-02,235200.0,,,2023-10-19,1095.0,2026-10-18,modified,False,,,,,,MTG-2026-M003003,loan_modified_new_loan_number_issued
CUST-003004,MTG-2024-003004,2024-06-18,purchase,"1108 Main St, Columbus, OH 43215",Columbus,OH,43215,39049,townhouse,primary_residence,81900,737,164300,205000,0.801,0.453,7.236,360,approved,2024-07-29,164300.0,,,2024-08-13,1095.0,2027-08-13,open,False,,,,,,,
CUST-003005,MTG-2022-003005,2022-06-27,purchase,"2130 Birch Ct, Seattle, WA 98101",Seattle,WA,98101,53033,multi_family,primary_residence,95800,801,319700,423000,0.756,0.421,6.903,360,approved,2022-07-22,319700.0,,,2022-08-03,1095.0,2025-08-02,open,False,,,,,,,
CUST-003006,MTG-2023-003006,2023-08-01,purchase,"8067 Maple Blvd, Minneapolis, MN 55401",Minneapolis,MN,55401,27053,single_family,primary_residence,81600,793,293500,368000,0.798,0.414,7.168,360,approved,2023-08-31,293500.0,,,2023-09-30,1095.0,2026-09-29,paid_in_full,False,2024-11-03,paid_in_full,,250900.0,,,
CUST-003007,MTG-2022-003007,2022-11-08,refinance,"8695 Meadow Ave, Fresno, CA 93701",Fresno,CA,93701,06019,single_family,primary_residence,52700,645,162900,184000,0.885,0.388,7.758,360,approved,2022-11-27,162900.0,,,2023-01-02,1095.0,2026-01-01,open,False,,,,,,,
CUST-003008,MTG-2023-003008,2023-11-22,refinance,"2788 Park Rd, Omaha, NE 68102",Omaha,NE,68102,31055,single_family,primary_residence,37600,695,294900,304000,0.97,0.518,7.455,360,denied,2023-12-26,,,recent delinquency reported on existing credit accounts,,,,,,,,,,,,
CUST-003009,MTG-2022-003009,2022-10-16,purchase,"4080 Birch Rd, Sacramento, CA 95814",Sacramento,CA,95814,06067,single_family,primary_residence,84400,692,430700,527000,0.817,0.452,7.402,360,approved,2022-10-23,373800.0,appraised value came in below contract price,,2022-11-25,1095.0,2025-11-24,open,False,,,,,,,
CUST-003010,MTG-2024-003010,2024-11-06,purchase,"3584 Maple Rd, Wichita, KS 67202",Wichita,KS,67202,20173,single_family,primary_residence,81300,722,259000,267000,0.97,0.402,7.025,360,approved,2024-11-24,259000.0,,,2025-01-04,1095.0,2028-01-04,open,False,,,,,,,
CUST-003011,MTG-2020-003011,2020-06-09,purchase,"5708 Main Rd, Columbus, OH 43215",Columbus,OH,43215,39049,single_family,primary_residence,47600,637,261800,293000,0.894,0.429,7.499,360,approved,2020-07-03,261800.0,,,2020-07-14,1095.0,2023-07-14,paid_in_full,False,2024-02-08,paid_in_full,,192400.0,,,
CUST-003012,MTG-2020-003012,2020-09-12,purchase,"7465 Magnolia Blvd, Marietta, GA 30060",Marietta,GA,30060,13067,condo,primary_residence,48400,514,271500,288000,0.943,0.521,8.122,240,denied,2020-09-19,,,credit score below the minimum required for this program,,,,,,,,,,,,
CUST-003013,MTG-2021-003013,2021-04-22,purchase,"2336 Sunset Ct, Chicago, IL 60601",Chicago,IL,60601,17031,single_family,primary_residence,35800,586,194400,210000,0.926,0.571,7.63,360,denied,2021-05-14,,,high DTI,,,,,,,,,,,,
CUST-003014,MTG-2021-003014,2021-04-23,purchase,"8233 Park Ave, Jacksonville, FL 32202",Jacksonville,FL,32202,12031,single_family,second_home,120900,850,602700,771000,0.782,0.289,7.135,360,approved,2021-05-12,602700.0,,,2021-05-26,1095.0,2024-05-25,paid_in_full,False,2023-04-04,paid_in_full,,461400.0,,,
CUST-003015,MTG-2023-003015,2023-04-15,purchase,"7025 Elm Blvd, San Antonio, TX 78201",San Antonio,TX,78201,48029,multi_family,primary_residence,67100,656,81800,94000,0.87,0.439,7.703,360,denied,2023-05-16,,,insufficient funds verified for required down payment and reserves,,,,,,,,,,,,
CUST-003016,MTG-2023-003016,2023-06-09,purchase,"4334 Pine Rd, Mesa, AZ 85201",Mesa,AZ,85201,04013,single_family,primary_residence,165300,831,269300,367000,0.734,0.275,7.57,360,approved,2023-07-13,269300.0,,,2023-08-08,1095.0,2026-08-07,open,False,,,,,,,
CUST-003017,MTG-2022-003017,2022-12-09,refinance,"124 Meadow Ave, Wichita, KS 67202",Wichita,KS,67202,20173,condo,primary_residence,81000,750,183400,211000,0.869,0.351,7.72,360,approved,2023-01-21,183400.0,,,2023-03-03,1095.0,2026-03-02,involuntary_closure,False,2025-07-08,involuntary_closure,foreclosure,161400.0,90900.0,,
CUST-003018,MTG-2023-003018,2023-02-27,refinance,"7548 Meadow Ave, Tucson, AZ 85701",Tucson,AZ,85701,04019,single_family,primary_residence,91100,686,402700,585000,0.688,0.322,7.557,360,approved,2023-03-27,402700.0,,,2023-04-11,1095.0,2026-04-10,open,False,,,,,,,
CUST-003019,MTG-2023-003019,2023-06-29,purchase,"3977 Washington Ln, Wichita, KS 67202",Wichita,KS,67202,20173,single_family,primary_residence,27600,589,278400,287000,0.97,0.546,7.206,360,approved,2023-07-05,278400.0,,,2023-08-09,1095.0,2026-08-08,paid_in_full,False,2026-02-03,paid_in_full,,244800.0,,,
CUST-003020,MTG-2023-003020,2023-02-25,refinance,"1872 Birch Rd, Oklahoma City, OK 73102",Oklahoma City,OK,73102,40109,single_family,primary_residence,65900,672,147400,182000,0.81,0.329,7.74,360,denied,2023-03-24,,,excessive existing debt obligations relative to income,,,,,,,,,,,,
CUST-003021,MTG-2020-003021,2020-08-16,purchase,"7234 Maple St, Memphis, TN 38103",Memphis,TN,38103,47157,single_family,primary_residence,198800,850,193500,325000,0.595,0.291,7.127,360,approved,2020-08-31,193500.0,,,2020-09-24,1095.0,2023-09-24,paid_in_full,False,2023-09-06,paid_in_full,,151200.0,,,
CUST-003022,MTG-2021-003022,2021-08-29,purchase,"1277 Franklin Ln, Nashville, TN 37201",Nashville,TN,37201,47037,multi_family,primary_residence,176600,772,177600,250000,0.71,0.278,7.21,360,approved,2021-10-06,169800.0,underwriting condition reduced approved amount pending additional reserves,,2021-11-19,1095.0,2024-11-18,open,False,,,,,,,
CUST-003023,MTG-2021-003023,2021-08-31,purchase,"6744 Meadow Way, Dallas, TX 75201",Dallas,TX,75201,48113,townhouse,primary_residence,107900,724,342300,389000,0.88,0.437,7.171,180,approved,2021-09-15,342300.0,,,2021-10-21,1095.0,2024-10-20,open,False,,,,,,,
CUST-003024,MTG-2025-003024,2025-05-16,purchase,"5822 Sunset Rd, Memphis, TN 38103",Memphis,TN,38103,47157,single_family,primary_residence,69900,634,249300,257000,0.97,0.445,7.685,360,approved,2025-06-01,249300.0,,,2025-07-04,1095.0,2028-07-03,open,False,,,,,,,
CUST-003025,MTG-2026-003025,2026-06-27,purchase,"2360 Birch Ln, Tucson, AZ 85701",Tucson,AZ,85701,04019,condo,primary_residence,45900,633,197900,204000,0.97,0.387,7.79,360,denied,2026-08-10,,,loan-to-value ratio exceeds maximum allowed for this program,,,,,,,,,,,,
CUST-003026,MTG-2020-003026,2020-09-17,purchase,"4351 Pine Dr, Wichita, KS 67202",Wichita,KS,67202,20173,single_family,primary_residence,29900,603,154300,171000,0.902,0.52,7.429,360,denied,2020-09-29,,,insufficient funds verified for required down payment and reserves,,,,,,,,,,,,
CUST-003027,MTG-2024-003027,2024-03-27,purchase,"8361 River St, Dallas, TX 75201",Dallas,TX,75201,48113,condo,investment_property,104500,760,319500,426000,0.75,0.265,7.521,360,approved,2024-05-05,319500.0,,,2024-06-13,1095.0,2027-06-13,open,False,,,,,,,
CUST-003028,MTG-2023-003028,2023-10-11,purchase,"2438 Franklin Blvd, San Antonio, TX 78201",San Antonio,TX,78201,48029,condo,primary_residence,161700,830,1136800,1504000,0.756,0.313,7.53,360,approved,2023-11-13,1136800.0,,,2023-12-12,1095.0,2026-12-11,open,False,,,,,,,
CUST-003029,MTG-2026-003029,2026-05-13,purchase,"5691 Magnolia Rd, Las Vegas, NV 89101",Las Vegas,NV,89101,32003,single_family,primary_residence,103600,690,200100,277000,0.722,0.477,7.557,360,approved,2026-05-24,200100.0,,,2026-06-08,1095.0,2029-06-07,open,False,,,,,,,
CUST-003030,MTG-2025-003030,2025-06-17,purchase,"6176 Birch Rd, Memphis, TN 38103",Memphis,TN,38103,47157,condo,primary_residence,54700,617,424900,486000,0.874,0.367,7.575,360,denied,2025-07-10,,,unable to verify stated income with submitted documentation,,,,,,,,,,,,
CUST-003031,MTG-2024-003031,2024-12-18,purchase,"619 Pine St, Columbus, OH 43215",Columbus,OH,43215,39049,condo,primary_residence,89600,820,349700,404000,0.866,0.3,7.232,360,approved,2025-01-04,349700.0,,,2025-02-11,1095.0,2028-02-11,paid_in_full,False,2025-11-21,paid_in_full,,338100.0,,,
CUST-003032,MTG-2024-003032,2024-04-23,purchase,"5879 Oak Dr, Memphis, TN 38103",Memphis,TN,38103,47157,single_family,primary_residence,38300,605,302900,380000,0.797,0.429,7.428,360,denied,2024-06-05,,,insufficient length of established credit history,,,,,,,,,,,,
CUST-003033,MTG-2026-003033,2026-02-14,refinance,"8949 Franklin Ct, Mesa, AZ 85201",Mesa,AZ,85201,04013,single_family,primary_residence,61600,723,391200,417000,0.938,0.406,7.606,360,approved,2026-03-04,391200.0,,,2026-04-02,1095.0,2029-04-01,open,False,,,,,,,
CUST-003034,MTG-2026-003034,2026-05-23,purchase,"7911 Hickory Rd, Nashville, TN 37201",Nashville,TN,37201,47037,single_family,primary_residence,44300,726,268500,347000,0.774,0.367,7.696,360,approved,2026-06-14,268500.0,,,2026-07-24,1095.0,2029-07-23,open,False,,,,,,,
CUST-003035,MTG-2025-003035,2025-06-01,purchase,"2615 Birch Ave, San Antonio, TX 78201",San Antonio,TX,78201,48029,condo,primary_residence,45000,632,288500,337000,0.856,0.516,7.585,360,denied,2025-06-16,,,credit score below the minimum required for this program,,,,,,,,,,,,
CUST-003036,MTG-2022-003036,2022-09-24,refinance,"6383 Maple Ave, San Diego, CA 92101",San Diego,CA,92101,06073,single_family,primary_residence,59500,657,411100,458000,0.898,0.395,7.403,180,approved,2022-10-11,411100.0,,,2022-10-30,1095.0,2025-10-29,open,False,,,,,,,
CUST-003037,MTG-2024-003037,2024-02-13,purchase,"3227 Franklin Rd, Mesa, AZ 85201",Mesa,AZ,85201,04013,townhouse,investment_property,55000,616,221900,270000,0.822,0.532,7.699,360,denied,2024-03-08,,,income insufficient,,,,,,,,,,,,
CUST-003038,MTG-2020-003038,2020-06-07,refinance,"5554 Highland Blvd, Dallas, TX 75201",Dallas,TX,75201,48113,single_family,primary_residence,107000,774,305400,412000,0.741,0.427,7.113,360,approved,2020-07-13,305400.0,,,2020-08-17,1095.0,2023-08-17,open,False,,,,,,,
CUST-003039,MTG-2025-003039,2025-01-09,purchase,"9408 Elm Rd, Dallas, TX 75201",Dallas,TX,75201,48113,single_family,primary_residence,112300,826,505600,682000,0.741,0.303,7.575,240,approved,2025-01-21,505600.0,,,2025-01-31,1095.0,2028-01-31,open,False,,,,,,,
CUST-003040,MTG-2024-003040,2024-11-20,purchase,"6044 Church Way, Columbus, OH 43215",Columbus,OH,43215,39049,townhouse,primary_residence,62300,674,651800,672000,0.97,0.338,7.774,360,approved,2024-12-06,651800.0,,,2024-12-20,1095.0,2027-12-20,open,False,,,,,,,
CUST-003041,MTG-2025-003041,2025-04-01,purchase,"1588 Maple St, Tucson, AZ 85701",Tucson,AZ,85701,04019,single_family,primary_residence,54800,703,152300,157000,0.97,0.413,7.57,360,denied,2025-04-20,,,insufficient funds verified for required down payment and reserves,,,,,,,,,,,,
CUST-003042,MTG-2022-003042,2022-10-26,purchase,"7152 Park Dr, Tucson, AZ 85701",Tucson,AZ,85701,04019,single_family,primary_residence,75900,649,101600,152000,0.668,0.427,7.419,360,approved,2022-11-27,101600.0,,,2022-12-20,1095.0,2025-12-19,open,False,,,,,,,
CUST-003043,MTG-2020-003043,2020-10-12,refinance,"5879 Maple Rd, Seattle, WA 98101",Seattle,WA,98101,53033,single_family,primary_residence,73200,657,466300,592000,0.788,0.524,7.467,360,approved,2020-10-24,466300.0,,,2020-11-29,1095.0,2023-11-29,open,False,,,,,,,
CUST-003044,MTG-2024-003044,2024-04-08,refinance,"7498 Hickory Ave, Phoenix, AZ 85001",Phoenix,AZ,85001,04013,single_family,primary_residence,182700,645,167900,214000,0.785,0.426,7.097,360,denied,2024-05-04,,,excessive existing debt obligations relative to income,,,,,,,,,,,,
CUST-003045,MTG-2022-003045,2022-10-27,purchase,"3212 Highland Ln, Nashville, TN 37201",Nashville,TN,37201,47037,townhouse,primary_residence,62900,696,348800,535000,0.652,0.503,7.264,180,approved,2022-11-29,348800.0,,,2023-01-03,1095.0,2026-01-02,paid_in_full,False,2023-08-16,paid_in_full,,275400.0,,,
CUST-003046,MTG-2021-003046,2021-04-06,purchase,"9226 Willow Dr, Wichita, KS 67202",Wichita,KS,67202,20173,single_family,primary_residence,98500,716,217500,257000,0.846,0.383,7.61,360,approved,2021-05-11,217500.0,,,2021-06-05,1095.0,2024-06-04,open,False,,,,,,,
CUST-003047,MTG-2023-003047,2023-11-09,refinance,"4000 Lincoln Ave, Miami, FL 33130",Miami,FL,33130,12086,single_family,primary_residence,56900,684,202800,229000,0.886,0.428,7.281,360,approved,2023-11-14,202800.0,,,2023-12-25,1095.0,2026-12-24,open,False,,,,,,,
CUST-003048,MTG-2025-003048,2025-03-26,purchase,"7879 Hickory Way, Omaha, NE 68102",Omaha,NE,68102,31055,single_family,primary_residence,60900,704,462700,477000,0.97,0.387,8.041,360,denied,2025-05-06,,,loan-to-value ratio exceeds maximum allowed for this program,,,,,,,,,,,,
CUST-003049,MTG-2025-003049,2025-06-25,purchase,"3751 Highland Ave, Houston, TX 77002",Houston,TX,77002,48201,single_family,primary_residence,118400,759,367000,416000,0.882,0.393,7.237,360,approved,2025-07-21,343100.0,updated debt-to-income calculation required a reduced loan amount,,2025-08-01,1095.0,2028-07-31,open,False,,,,,,,
CUST-003050,MTG-2022-003050,2022-03-05,purchase,"4006 Hickory Blvd, Marietta, GA 30060",Marietta,GA,30060,13067,single_family,primary_residence,92800,712,155500,174000,0.894,0.481,7.2,360,denied,2022-03-20,,,debt-to-income ratio exceeds program guidelines,,,,,,,,,,,,
CUST-003051,MTG-2023-003051,2023-12-01,purchase,"6948 Church Blvd, Milwaukee, WI 53202",Milwaukee,WI,53202,55079,single_family,primary_residence,33900,620,333300,367000,0.908,0.375,7.654,360,denied,2023-12-29,,,recent delinquency reported on existing credit accounts,,,,,,,,,,,,
CUST-003052,MTG-2021-003052,2021-06-01,purchase,"7483 Washington Blvd, Oklahoma City, OK 73102",Oklahoma City,OK,73102,40109,single_family,primary_residence,66800,743,199100,281000,0.709,0.421,7.481,360,approved,2021-07-06,176900.0,appraised value came in below contract price,,2021-08-16,1095.0,2024-08-15,open,False,,,,,,,
CUST-003053,MTG-2022-003053,2022-04-11,purchase,"6919 Lincoln Ct, Sacramento, CA 95814",Sacramento,CA,95814,06067,condo,primary_residence,37500,568,223600,245000,0.913,0.607,7.989,180,denied,2022-04-29,,,credit score below the minimum required for this program,,,,,,,,,,,,
CUST-003054,MTG-2025-003054,2025-07-01,refinance,"1145 Birch Way, Marietta, GA 30060",Marietta,GA,30060,13067,single_family,primary_residence,105900,827,315900,477000,0.662,0.264,7.195,360,approved,2025-08-07,315900.0,,,2025-09-04,1095.0,2028-09-03,open,False,,,,,,,
CUST-003055,MTG-2022-003055,2022-06-14,purchase,"6568 Willow Ct, Oklahoma City, OK 73102",Oklahoma City,OK,73102,40109,condo,primary_residence,45200,681,280300,300000,0.934,0.476,7.256,360,approved,2022-07-03,280300.0,,,2022-07-14,1095.0,2025-07-13,modified,False,,,,,,MTG-2026-M003055,loan_modified_new_loan_number_issued
CUST-003056,MTG-2022-003056,2022-12-30,purchase,"4293 Ridge Ct, Austin, TX 78701",Austin,TX,78701,48453,single_family,primary_residence,94300,727,221900,277000,0.801,0.437,7.264,360,approved,2023-02-04,216600.0,updated debt-to-income calculation required a reduced loan amount,,2023-02-15,1095.0,2026-02-14,paid_in_full,False,2024-11-25,paid_in_full,,181500.0,,,
CUST-003057,MTG-2025-003057,2025-02-14,purchase,"1562 Willow Ct, Dallas, TX 75201",Dallas,TX,75201,48113,multi_family,primary_residence,48800,713,135900,177000,0.768,0.417,7.731,180,approved,2025-03-08,135900.0,,,2025-04-07,1095.0,2028-04-06,open,False,,,,,,,
CUST-003058,MTG-2021-003058,2021-01-29,refinance,"4615 Cedar Rd, Mesa, AZ 85201",Mesa,AZ,85201,04013,multi_family,primary_residence,59700,632,147800,198000,0.746,0.398,7.962,180,denied,2021-02-20,,,insufficient length of established credit history,,,,,,,,,,,,
